druid	sourceId	lo:purl	ti1:title	na1:namePart	na1:usage	ty1:typeOfResource	ge1:genre	ge1:authority	ge1:authorityURI	ge2:genre	ge2:authority	ge2:authorityURI	dt:dateIssued	dt:dateIssuedKeyDate	dt:dateIssuedEncoding	dt:dateIssuedQualifier	dt:dateIssuedPoint	dt:dateIssued2	dt:dateIssued2Qualifier	dt:dateIssued2Point	or:eventType	pl:placeText	ph1:form	ph1:formAuthority	ph1:formAuthorityURI	ph1:formValueURI	ph1:extent	ph1:digitalOrigin	ph1:internetMediaType	no1:note	no2:note	no3:note	no4:note	no4:type	no4:displayLabel	no5:note	su1:authority	su1:authorityURI	su1:valueURI	su1:p1:type	su1:p1:value	su1:p1:authority	su1:p1:authorityURI	su1:p1:valueURI	su1:p2:type	su1:p2:value	su1:p2:authority	su1:p2:authorityURI	su1:p2:valueURI	su1:p3:type	su1:p3:value	su1:p3:authority	su1:p3:authorityURI	su1:p3:valueURI	su1:p4:type	su1:p4:value	su1:p4:authority	su1:p4:authorityURI	su1:p4:valueURI	su1:p5:type	su1:p5:value	su1:p5:authority	su1:p5:authorityURI	su1:p5:valueURI	su2:authority	su2:authorityURI	su2:valueURI	su2:p1:type	su2:p1:value	su2:p1:authority	su2:p1:authorityURI	su2:p1:valueURI	su2:p2:type	su2:p2:value	su2:p2:authority	su2:p2:authorityURI	su2:p2:valueURI	su2:p3:type	su2:p3:value	su2:p3:authority	su2:p3:authorityURI	su2:p3:valueURI	su2:p4:type	su2:p4:value	su2:p4:authority	su2:p4:authorityURI	su2:p4:valueURI	su2:p5:type	su2:p5:value	su2:p5:authority	su2:p5:authorityURI	su2:p5:valueURI	su3:authority	su3:authorityURI	su3:valueURI	su3:p1:type	su3:p1:value	su3:p1:authority	su3:p1:authorityURI	su3:p1:valueURI	su3:p2:type	su3:p2:value	su3:p2:authority	su3:p2:authorityURI	su3:p2:valueURI	su3:p3:type	su3:p3:value	su3:p3:authority	su3:p3:authorityURI	su3:p3:valueURI	su3:p4:type	su3:p4:value	su3:p4:authority	su3:p4:authorityURI	su3:p4:valueURI	su3:p5:type	su3:p5:value	su3:p5:authority	su3:p5:authorityURI	su3:p5:valueURI	su4:authority	su4:authorityURI	su4:valueURI	su4:p1:type	su4:p1:value	su4:p1:authority	su4:p1:authorityURI	su4:p1:valueURI	su4:p2:type	su4:p2:value	su4:p2:authority	su4:p2:authorityURI	su4:p2:valueURI	su4:p3:type	su4:p3:value	su4:p3:authority	su4:p3:authorityURI	su4:p3:valueURI	su4:p4:type	su4:p4:value	su4:p4:authority	su4:p4:authorityURI	su4:p4:valueURI	su4:p5:type	su4:p5:value	su4:p5:authority	su4:p5:authorityURI	su4:p5:valueURI	su5:authority	su5:authorityURI	su5:valueURI	su5:p1:type	su5:p1:value	su5:p1:authority	su5:p1:authorityURI	su5:p1:valueURI	su5:p2:type	su5:p2:value	su5:p2:authority	su5:p2:authorityURI	su5:p2:valueURI	su5:p3:type	su5:p3:value	su5:p3:authority	su5:p3:authorityURI	su5:p3:valueURI	su5:p4:type	su5:p4:value	su5:p4:authority	su5:p4:authorityURI	su5:p4:valueURI	su5:p5:type	su5:p5:value	su5:p5:authority	su5:p5:authorityURI	su5:p5:valueURI	sc1:scale	id1:identifier	ri1:type	ri1:displayLabel	ri1:title	ri1:url	rc:languageOfCataloging	rc:languageOfCatalogingTerm	rc:langAuthority	rc:langAuthorityURI	rc:langValueURI	rc:contentSource	rc:contentSourceAuthority	rc:contentSourceAuthorityURI	rc:contentSourceValueURI	rc:recordOrigin	
			Germany and Switerland	Bradford	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1835	yes	w3cdtf						publication	Boston	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : outline color ; 10 x 8 in	reformatted digital	image/jpeg	outline colors divide regions.	Map shows Europe, Germany, Switzerland.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/0364.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Spain & Portugal	Bradford	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1835	yes	w3cdtf						publication	Boston	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : outline color ; 10 x 8 in	reformatted digital	image/jpeg	colored by regions.	Map shows Europe, Spain, Portugal.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/0377.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Northern Europe	Bradford	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1835	yes	w3cdtf						publication	Boston	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : outline color ; 10 x 8 in	reformatted digital	image/jpeg	Includes Iceland, British Isles, Scandanavia, Russia, the Low Countries, German, Austria and France.	Map shows Europe.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/0378.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Hungary and Turkey in Europe	Bradford	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1835	yes	w3cdtf						publication	Boston	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : outline color ; 10 x 8 in	reformatted digital	image/jpeg	Shows the region bounded by the Gulf of Venice, Carpathian Mtns, Dniepr River, Black Sea and the Adriatic Sea.	Map shows Europe, Baltic, Turkey, Hungary, Czechoslovakia.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/0380.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Southern Europe	Bradford	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1835	yes	w3cdtf						publication	Boston	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : outline color ; 10 x 8 in	reformatted digital	image/jpeg	Includes Iberia, France, Italy, Germany, Low Countries, Austria, Turkey, Greece and the Mediterranean.	Map shows Europe.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/0397.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Denmark, Sweden Norway & Lapland	Bradford	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1835	yes	w3cdtf						publication	Boston	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : outline color ; 10 x 8 in	reformatted digital	image/jpeg	outline colors divide regions.	Map shows Europe, Scandinavia.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/0400.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Italie Limites en 1859	Garnier	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1861	yes	w3cdtf						publication	Paris	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 13.5 x 18.5 in	reformatted digital	image/jpeg	Detailed map of Italy, showing kingdoms, towns, rivers, mountains, lakes etc. Decorative title vignette and nice wash coloring, plus piano key border.	Map shows Europe, Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/0595.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Italie Limites En 1861	Garnier	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1861	yes	w3cdtf						publication	Paris	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 13.5 x 18 in	reformatted digital	image/jpeg	Detailed map of Italy, showing roads, towns, rivers, kingdoms, mountains, lakes, etc. Decorative title vignette and elegant wash color. Piano key border.	Map shows Europe, Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/0596.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			The Environs of Paris	Colton	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1855	yes	w3cdtf						publication	New York	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : uncolored ; 15 x 13 in	reformatted digital	image/jpeg	Detailed plan of Paris and surrounding towns and countryside.	Map shows Europe, France.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/0862.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			La Suisse divissee en ses Treize Cantons et ses Allies…1782	Janvier & Rizzi-Zannoni	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1782	yes	w3cdtf						publication	Paris	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : outline color ; 17.5 x 12 in	reformatted digital	image/jpeg	Detailed map of Switzerland, showing Cantons, town, rivers, mountains, lakes, etc. Decorative cartouche and 24 coats of arms.	Map shows Europe, Switzerland.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/0914.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Aragonia Et Navarra	Blaeu	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1640	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 20 x 15 in	reformatted digital	image/jpeg	Decorative map of Aragon & Navarra, centered on Zaragoza, and showing Pamplona, Bayonne, Logronno Alcala de Henares, Huesca, Venasque, etc. Roman names shown for major cities. Two large decorative cartouches and two coats of arms.	Map shows Europe, Spain.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1286.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Belgium and the Duchy of Luxemburg	Williams	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1872	yes	w3cdtf						publication	New York	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 17 x 13 in	reformatted digital	image/jpeg	Detailed map of Belgium and Luxemburg, colored by province, showing towns, roads, lakes, rivers, railway lines, etc.	Map shows Europe, Belgium.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1157.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			The Scandinavian Kingdoms Norway, Sweden & Danmark	Williams	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1873	yes	w3cdtf						publication	New York	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 17 x 13 in	reformatted digital	image/jpeg	Detailed map, colored by provinces, showing towns, roads, lakes, rivers, railway lines, etc.	Map shows Europe, Scandinavia.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1158.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			The British Isles	Williams	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1873	yes	w3cdtf						publication	New York	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 24 x 17 in	reformatted digital	image/jpeg	Detailed map, colored by county, showing towns, roads, lakes, rivers, railway lines, etc.	Map shows Europe, British Isles.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1162.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Les Royaumes de Fez et de Maroc…	Vander Aa	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1710	yes	w3cdtf						publication	Leiden	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : uncolored ; 14 x 11 in	reformatted digital	image/jpeg	Strikingly engraved and attractive map of Morocco, showing cities, rivers, mountains, ports, etc. Very large decorative cartouche and compass rose.	Map shows Europe, Spain, Africa, North Africa.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1246.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Namurcum Comitatus	Blaeu	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1638	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 21.5x16 in	reformatted digital	image/jpeg	Decorative map of the region, with 2 large decorative cartouches, one featuring cherubs and a coat of arms and a unique compass rose with a figure and pedestal. Mildly toned.	Map shows Europe, Belgium.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1251.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Royaume De Danemarck…1750	De Vaugondy	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1750	yes	w3cdtf						publication	Paris	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : outline color ; 22.5 x 19 in	reformatted digital	image/jpeg	Detailed map of Denmark, colored by Dioceses, and showing towns, rivers, mountains, ports, islands, etc. Large title cartouche. Slight discoloration at fold.	Map shows Europe, Scandinavia.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1253.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Saxonia Superior, Cum Lusatia Et Misnia	Blaeu	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1640	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 20 x 15 in	reformatted digital	image/jpeg	Detailed map of the region, showing rivers, towns, woods, mountains, ports, etc. Dresden and Leipzig shown. Decorative banner cartouche.	Map shows Europe, Germany.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1258.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Theatrum belli Russorium Victoriis illustratum sive Nova et accurata Turcicarum et Tartaricum…	Seutter	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1730	yes	w3cdtf						publication	Augsburg	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 23 x 19.5 in	reformatted digital	image/jpeg	Gorgeous map of the Black Sea and the regions to the North, centered on the Ukraine. Two large decorative cartouches and a compass rose.	Map shows Europe, Russia, Turkey.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1277.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Les Royaumes De Valence Et De Murice…	De Fer	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1708	yes	w3cdtf						publication	Paris	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : outline color ; 22 x 11 in	reformatted digital	image/jpeg	E	Map shows Europe, Spain.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1281.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Le Pais De Brie [shows Paris]	Blaeu	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1640	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 20 x 16 in	reformatted digital	image/jpeg	Detailed map of Brie, showing Paris in the northwest, then following the split between the Seine and the Marne as they meander through Brie. Shows fortified towns, woods, cities, lakes, etc. Two large decorative cartouches.	Map shows Europe, France.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1292.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Moscoviae Par Australis.	Pitt & von Wasenberg	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1640	yes	w3cdtf						publication	London	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 20 x 16 in	reformatted digital	image/jpeg	Attractive map of Russia, from just north of the Black and Caspian Sea to Moscow in the Center and nearly to St. Petersburg, with the Volga River at the eastern extremes. Three large decorative cartouches and nomadic tribes and reindeer throughout map.	Map shows Europe, Russia, Caspian Sea.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																																																Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/1294.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
