druid	sourceId	lo:purl	ti1:title	na1:namePart	na1:usage	ty1:typeOfResource	ge1:genre	ge1:authority	ge1:authorityURI	ge2:genre	ge2:authority	ge2:authorityURI	dt:dateIssued	dt:dateIssuedKeyDate	dt:dateIssuedEncoding	dt:dateIssuedQualifier	dt:dateIssuedPoint	dt:dateIssued2	dt:dateIssued2Qualifier	dt:dateIssued2Point	or:eventType	pl:placeText	ph1:form	ph1:formAuthority	ph1:formAuthorityURI	ph1:formValueURI	ph1:extent	ph1:digitalOrigin	ph1:internetMediaType	no1:note	no2:note	no3:note	no4:note	no4:type	no4:displayLabel	no5:note	su1:authority	su1:authorityURI	su1:valueURI	su1:p1:type	su1:p1:value	su1:p1:authority	su1:p1:authorityURI	su1:p1:valueURI	su1:p2:type	su1:p2:value	su1:p2:authority	su1:p2:authorityURI	su1:p2:valueURI	su1:p3:type	su1:p3:value	su1:p3:authority	su1:p3:authorityURI	su1:p3:valueURI	su1:p4:type	su1:p4:value	su1:p4:authority	su1:p4:authorityURI	su1:p4:valueURI	su1:p5:type	su1:p5:value	su1:p5:authority	su1:p5:authorityURI	su1:p5:valueURI	su2:authority	su2:authorityURI	su2:valueURI	su2:p1:type	su2:p1:value	su2:p1:authority	su2:p1:authorityURI	su2:p1:valueURI	su2:p2:type	su2:p2:value	su2:p2:authority	su2:p2:authorityURI	su2:p2:valueURI	su2:p3:type	su2:p3:value	su2:p3:authority	su2:p3:authorityURI	su2:p3:valueURI	su2:p4:type	su2:p4:value	su2:p4:authority	su2:p4:authorityURI	su2:p4:valueURI	su2:p5:type	su2:p5:value	su2:p5:authority	su2:p5:authorityURI	su2:p5:valueURI	su3:authority	su3:authorityURI	su3:valueURI	su3:p1:type	su3:p1:value	su3:p1:authority	su3:p1:authorityURI	su3:p1:valueURI	su3:p2:type	su3:p2:value	su3:p2:authority	su3:p2:authorityURI	su3:p2:valueURI	su3:p3:type	su3:p3:value	su3:p3:authority	su3:p3:authorityURI	su3:p3:valueURI	su3:p4:type	su3:p4:value	su3:p4:authority	su3:p4:authorityURI	su3:p4:valueURI	su3:p5:type	su3:p5:value	su3:p5:authority	su3:p5:authorityURI	su3:p5:valueURI	su4:authority	su4:authorityURI	su4:valueURI	su4:p1:type	su4:p1:value	su4:p1:authority	su4:p1:authorityURI	su4:p1:valueURI	su4:p2:type	su4:p2:value	su4:p2:authority	su4:p2:authorityURI	su4:p2:valueURI	su4:p3:type	su4:p3:value	su4:p3:authority	su4:p3:authorityURI	su4:p3:valueURI	su4:p4:type	su4:p4:value	su4:p4:authority	su4:p4:authorityURI	su4:p4:valueURI	su4:p5:type	su4:p5:value	su4:p5:authority	su4:p5:authorityURI	su4:p5:valueURI	su5:authority	su5:authorityURI	su5:valueURI	su5:p1:type	su5:p1:value	su5:p1:authority	su5:p1:authorityURI	su5:p1:valueURI	su5:p2:type	su5:p2:value	su5:p2:authority	su5:p2:authorityURI	su5:p2:valueURI	su5:p3:type	su5:p3:value	su5:p3:authority	su5:p3:authorityURI	su5:p3:valueURI	su5:p4:type	su5:p4:value	su5:p4:authority	su5:p4:authorityURI	su5:p4:valueURI	su5:p5:type	su5:p5:value	su5:p5:authority	su5:p5:authorityURI	su5:p5:valueURI	sc1:scale	id1:identifier	ri1:type	ri1:displayLabel	ri1:title	ri1:url	rc:languageOfCataloging	rc:languageOfCatalogingTerm	rc:langAuthority	rc:langAuthorityURI	rc:langValueURI	rc:contentSource	rc:contentSourceAuthority	rc:contentSourceAuthorityURI	rc:contentSourceValueURI	rc:recordOrigin	
			Carte Du Plan De Venise, L'Etat De Sa Noblesse . . .	Chatelain	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1719	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 19 x 15 in	reformatted digital	image/jpeg	Gorgeous full color example of Chatelain's view of Venice/ Shows the islands, buildings, canals and other details of Venice in tremendouse detail. Cassini #59. A finely engraved map from Chatelain's monumental 7 volume Atlas Historique, one of the most famous and prolific works of the early 18th Century. Striking full color example.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/8886.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Germania Austriaca complectens S.R.I. Circulum Austriacum ut et reliquas in Germania Augustissima Domui Ausr. Devotas Terras Haereditarias . . .	Homann	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1710	yes	w3cdtf						publication	Nuremberg	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 22 x 18 in	reformatted digital	image/jpeg	Scarce early map of German Austria, extending from Venice and the Gulf of Trieste to Prague and Nurenberg and from Strassburg and Heidelberg to Pressburg and Vienna. Large decorative cartouche includes the coats of arms of Moravia, Bohemia, Silesia, Austria, Constantia et Fortidine, Tyrolis, Carniola, Stiria and Carinthia. A scarce early Homann map.	Map shows Italy, Balkans, Austria, Czechoslovakia.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/4329.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Belli Typus In Italia vicricis Aquilae progressus In Statu Mediolanensi Et Ducatu Mantuae . . . Anno 1702	Homann	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1710	yes	w3cdtf						publication	Nuremberg	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 22 x 18 in	reformatted digital	image/jpeg	Scarce early Homann map of the region centered on Milan and including Genoa, Parma,Manua, Verona, Lago Di Como, Lago Di Maggiore, Lago Di Garda, Lago Di Lugano, etc. The cartouche includes allegorical references to Mantua, Cremona and Milan and battles fought in the region in the first decade of the 18th Century. A scarce early Homann map.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/9103.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Venetian States	Thomson	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1816	yes	w3cdtf						publication	Edinburgh	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 23 x 20 in	reformatted digital	image/jpeg	Detailed regonal map, centered on Venice and Trevigiano. Shows towns, roads, rivers, lakes, mountains, and other details. Attractive wash colors.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/10079.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Carinthiae Ducatus, Et Goritiae Palatinatus, Wolf. Lazio [with] Histriae tabua a Petro Copolo deferi. [with] Zarae, et Sebenici Descriptio	Ortelius	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1584	yes	w3cdtf						publication	Antwerp	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 19 x 13 in	reformatted digital	image/jpeg	Nice set of three maps on a single sheet, including the region around Villach on the Dravus River, the Gulf of Trieste and Quernero and the region around Zara and Sebenico. Very detailed regional maps, one of which even shows bridges across the river. A gorgeous full color example, with wide margins.	Map shows Italy, Balkans, Hungary.		Van den Broecke 143.	references	citation/reference	Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/6893.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			L'Etat De Venise Avec Les Duches De Mantoue et Modene	Bonne	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1787	yes	w3cdtf						publication	Paris	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : colored ; 13.5 x 9 in	reformatted digital	image/jpeg	Detailed map of the Gulf of Venice and neighboring states and Duchys, showing lakes, rivers, towns, mountains, islands, etc. Centered on Venice.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/10469.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Etruriae Latii Umbriae Piceni Sabinorum et Marsorum Vetus et Nova Descriptio	Cluverius	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1697	yes	w3cdtf						publication	Leyden	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : uncolored ; 10 x 8 in	reformatted digital	image/jpeg	Striking and decorative map regional map of the central part of Italy. Decorative cartouche and coat of arms. Nice dark impression. From Cluverius' Introductio in Universam Geographiam (first issued in 1629) and re-issued many times over the next 100 years, with maps being incorporated by various publishers beginning in the late 17th Century.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/10684.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Karstia, Carniola, et Windorum, Marchia cum confinys	Mercator-Hondius	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1636	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 18 x 13.5 in	reformatted digital	image/jpeg	Nice example of Mercator's map of the region centered on Istria and the Gulf of Trieste. Extends from Venice to the Island of Arbe and from Doblach to Pettau on the Dravus River.	Map shows Italy, Balkans.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/11963.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Comitatus Tirolis cum Confinys [Includes Venice and Lago de Garda]	Mercator-Hondius	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1636	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 18 x 14 in	reformatted digital	image/jpeg	Detained map of the Italian Alps, centered on Trento and Lago Di Garda. Shows Venice, Crema, Mantua, and Tirol. Decorative cartouche. French text on verso. Nice wide margined example.	Map shows Italy, Switzerland.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/11970.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Partie Méridionale du Royaume de Naples et Celui de L'Isle de Sicile [shows Malta]	Bonne	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1787	yes	w3cdtf						publication	Paris	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 13.5 x 9.5 in	reformatted digital	image/jpeg	Attractive 18th Century map published by Rigobert Bonne, the Royal Hydrographer. Bonne's atlas, which was issued in several editions, was one of the most commercially successful atlases of the 18th Century. Shows Malta.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/12135.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Piamonte Nova Tav	Gastaldi	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1548	yes	w3cdtf						publication	Venice	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : uncolored ; 7 x 5.5 in	reformatted digital	image/jpeg	Gastaldi's modern of the Piedmont region of Italy, published in Gastaldi's Geografia di Claudio Ptolemeo Alexandrino. Italian text on the verso. Rare.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/13050.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Senensis Ditionis Accurata Descrip [and] Corsica [and] Marcha Anconae Olim Picenum. 1572	Ortelius	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1574	yes	w3cdtf						publication	Antwerp	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 19 x 13 in	reformatted digital	image/jpeg	Nice full color example of Ortelius' maps of Corsica, part of Tuscany and the Tuscan Sea (Siena, etc.) and the Ancona region, from the 1574 Latin edition of his Theatrum Orbis Terrarum, the first modern atlas of the world. A nice full color example with wide margins. Van Den Broeck 137.	Map shows Italy, France.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/13355.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Pedemontium Monsferratus Et Liguria	Magini	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1597	yes	w3cdtf						publication	Venice	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 7 x 5.5 in	reformatted digital	image/jpeg	Detailed map of the region bounded by Genoa, Milan, the Savoie and Provence. From the 1597-98 edition of Magini's Geografia, based upon the work of Claudius Ptolemy.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/12962.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Neapolitanum Regnum	Magini	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1597	yes	w3cdtf						publication	Venice	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 7 x 5.5 in	reformatted digital	image/jpeg	Detailed map of southern Italy and Naples, with decorative cartouche. From the 1597-98 edition of Magini's Geografia, based upon the work of Claudius Ptolemy.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/12993.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Senensis Ditionis Accurata Descrip [and] Corsica [and] Marcha Anconae Olim Picenum. 1572	Ortelius	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1584	yes	w3cdtf						publication	Antwerp	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 19 x 13 in	reformatted digital	image/jpeg	Nice full color example of Ortelius' maps of Corsica, part of Tuscany and the Tuscan Sea (Siena, etc.) and the Ancona region, from the 1584 Latin edition of his Theatrum Orbis Terrarum, the first modern atlas of the world.	Map shows Italy, France.		Van Den Broeck 137.	references	citation/reference	Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/5940.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
			Abruzzo et Terra di Lavoro	Mercator-Hondius	primary	cartographic	Map	marcgt	http://id.loc.gov/vocabulary/genreFormSchemes/marcgt				1636	yes	w3cdtf						publication	Amsterdam	cartographic image	rdacontent	http://id.loc.gov/vocabulary/contentTypes	http://id.loc.gov/vocabulary/contentTypes/cri	1 map : hand colored ; 8 x 6 in	reformatted digital	image/jpeg	Striking regional map of Italy. Includes a large decorative cartouche. From a Latin edition of the Mercator-Hondius Atlas Minor.	Map shows Italy.					Dimensions given in inches.	lcsh	http://id.loc.gov/authorities/subjects		geographic	Europe	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh85045631	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																lcsh	http://id.loc.gov/authorities/subjects		geographic	Italy	naf	http://id.loc.gov/authorities/names	http://id.loc.gov/authorities/names/n79021783	genre	Maps	lcsh	http://id.loc.gov/authorities/subjects	http://id.loc.gov/authorities/subjects/sh99001269																																																																																																				Scale not determined		Other version	Available online	www.raremaps.com	http://www.raremaps.com/maps/large/13009.jpg	eng	English	marclanguage	http://id.loc.gov/vocabulary/languages	http://id.loc.gov/vocabulary/languages/eng	CSt	marcorg	http://id.loc.gov/vocabulary/organizations	http://id.loc.gov/vocabulary/organizations/cst	human prepared	
